Date_time|Bet|Win|Winning_text|Cards_played|Potential_win|Potential_winning_text|Ten_cards
09/03/2021, 17:06:21|5|15|Three of a kind|['hearts_8', 'diamonds_queen', 'clubs_queen', 'diamonds_king', 'spades_queen']|15|Three of a kind|['clubs_jack', 'diamonds_queen', 'spades_ace', 'hearts_ace', 'spades_queen', 'hearts_8', 'clubs_queen', 'diamonds_king', 'diamonds_2', 'clubs_ace']
09/03/2021, 17:06:30|5|45|Full house|['spades_10', 'hearts_5', 'diamonds_5', 'clubs_10', 'diamonds_10']|45|Full house|['spades_10', 'hearts_5', 'diamonds_5', 'clubs_10', 'diamonds_3', 'diamonds_10', 'clubs_jack', 'hearts_3', 'hearts_queen', 'hearts_4']
09/03/2021, 17:06:49|5|0||['diamonds_6', 'diamonds_7', 'clubs_3', 'clubs_7', 'hearts_10']|20|Straight|['clubs_6', 'diamonds_7', 'clubs_10', 'clubs_7', 'hearts_queen', 'diamonds_6', 'clubs_3', 'hearts_10', 'diamonds_4', 'spades_ace']
09/03/2021, 17:06:59|5|0||['spades_jack', 'spades_6', 'spades_4', 'spades_ace', 'hearts_3']|10|Two pair|['spades_jack', 'spades_6', 'spades_4', 'spades_ace', 'diamonds_9', 'hearts_3', 'spades_8', 'diamonds_4', 'spades_3', 'hearts_10']
09/03/2021, 17:07:08|5|0||['diamonds_6', 'spades_jack', 'clubs_10', 'diamonds_9', 'clubs_4']|10|Two pair|['diamonds_8', 'spades_jack', 'hearts_5', 'hearts_3', 'diamonds_10', 'diamonds_6', 'clubs_10', 'diamonds_9', 'clubs_4', 'spades_8']
09/03/2021, 17:07:16|5|5|Pair King's|['hearts_king', 'spades_king', 'clubs_8', 'clubs_3', 'spades_2']|10|Two pair|['hearts_king', 'spades_king', 'diamonds_10', 'hearts_6', 'spades_queen', 'clubs_8', 'clubs_3', 'spades_2', 'clubs_queen', 'hearts_ace']
09/03/2021, 17:07:24|5|0||['diamonds_2', 'clubs_10', 'spades_7', 'hearts_10', 'spades_jack']|30|Flush|['diamonds_6', 'clubs_10', 'spades_4', 'hearts_10', 'spades_9', 'diamonds_2', 'spades_7', 'spades_jack', 'hearts_5', 'spades_2']
09/03/2021, 17:07:31|5|0||['diamonds_jack', 'spades_ace', 'spades_8', 'clubs_8', 'diamonds_7']|0||['hearts_3', 'spades_ace', 'hearts_9', 'clubs_5', 'clubs_4', 'diamonds_jack', 'spades_8', 'clubs_8', 'diamonds_7', 'hearts_2']
09/03/2021, 17:07:39|5|0||['clubs_10', 'diamonds_9', 'spades_10', 'hearts_queen', 'diamonds_jack']|30|Flush|['clubs_10', 'diamonds_king', 'spades_10', 'spades_queen', 'diamonds_4', 'diamonds_9', 'hearts_queen', 'diamonds_jack', 'clubs_4', 'diamonds_8']
09/03/2021, 17:07:48|5|0||['diamonds_queen', 'diamonds_2', 'diamonds_9', 'clubs_king', 'clubs_9']|10|Two pair|['diamonds_6', 'spades_queen', 'diamonds_9', 'clubs_ace', 'clubs_9', 'diamonds_queen', 'diamonds_2', 'clubs_king', 'diamonds_king', 'diamonds_3']
09/03/2021, 17:07:57|5|10|Two pair|['hearts_queen', 'spades_queen', 'hearts_ace', 'spades_ace', 'spades_9']|20|Straight|['clubs_2', 'spades_queen', 'hearts_ace', 'clubs_6', 'diamonds_4', 'hearts_queen', 'spades_ace', 'spades_9', 'clubs_4', 'clubs_5']
09/03/2021, 17:08:11|5|15|Three of a kind|['spades_5', 'clubs_5', 'hearts_6', 'hearts_8', 'diamonds_5']|45|Full house|['spades_5', 'diamonds_jack', 'hearts_2', 'diamonds_3', 'diamonds_5', 'clubs_5', 'hearts_6', 'hearts_8', 'spades_king', 'spades_8']
09/03/2021, 17:08:21|5|0||['hearts_9', 'clubs_5', 'hearts_6', 'spades_5', 'hearts_2']|30|Flush|['clubs_9', 'clubs_5', 'spades_queen', 'spades_5', 'hearts_4', 'hearts_9', 'hearts_6', 'hearts_2', 'hearts_king', 'diamonds_king']
09/03/2021, 17:08:29|5|0||['hearts_7', 'hearts_5', 'diamonds_jack', 'diamonds_7', 'clubs_4']|45|Full house|['hearts_7', 'clubs_8', 'spades_queen', 'diamonds_7', 'hearts_4', 'hearts_5', 'diamonds_jack', 'clubs_4', 'spades_9', 'spades_7']
09/03/2021, 17:08:38|5|0||['hearts_8', 'hearts_king', 'clubs_jack', 'hearts_6', 'clubs_3']|30|Flush|['hearts_2', 'spades_10', 'clubs_jack', 'hearts_ace', 'clubs_7', 'hearts_8', 'hearts_king', 'hearts_6', 'clubs_3', 'diamonds_10']
09/03/2021, 17:08:47|5|0||['spades_5', 'spades_king', 'spades_6', 'hearts_6', 'hearts_3']|10|Two pair|['diamonds_queen', 'diamonds_jack', 'spades_6', 'hearts_6', 'diamonds_9', 'spades_5', 'spades_king', 'hearts_3', 'hearts_ace', 'hearts_queen']
09/03/2021, 17:08:54|5|15|Three of a kind|['hearts_5', 'diamonds_3', 'spades_3', 'hearts_king', 'hearts_3']|45|Full house|['diamonds_king', 'diamonds_3', 'spades_3', 'hearts_2', 'hearts_ace', 'hearts_5', 'hearts_king', 'hearts_3', 'diamonds_ace', 'clubs_10']
09/03/2021, 17:09:03|5|10|Two pair|['spades_9', 'clubs_5', 'hearts_5', 'clubs_2', 'hearts_2']|10|Two pair|['hearts_3', 'clubs_5', 'hearts_5', 'clubs_2', 'hearts_2', 'spades_9', 'hearts_10', 'hearts_jack', 'clubs_queen', 'hearts_ace']
09/03/2021, 17:09:16|5|0||['hearts_2', 'spades_6', 'clubs_jack', 'clubs_9', 'clubs_2']|20|Straight|['hearts_2', 'spades_6', 'spades_3', 'clubs_4', 'clubs_2', 'clubs_jack', 'clubs_9', 'spades_10', 'spades_ace', 'diamonds_ace']
09/03/2021, 17:09:26|5|0||['spades_9', 'diamonds_king', 'clubs_7', 'spades_jack', 'diamonds_ace']|0||['clubs_2', 'spades_4', 'clubs_5', 'hearts_7', 'diamonds_ace', 'spades_9', 'diamonds_king', 'clubs_7', 'spades_jack', 'spades_queen']
09/03/2021, 17:09:35|5|5|Pair Ace's|['clubs_ace', 'spades_9', 'spades_8', 'spades_ace', 'diamonds_4']|45|Full house|['clubs_ace', 'clubs_8', 'hearts_9', 'spades_ace', 'spades_10', 'spades_9', 'spades_8', 'diamonds_4', 'clubs_9', 'clubs_king']
09/03/2021, 17:09:43|5|0||['spades_7', 'clubs_2', 'hearts_6', 'hearts_7', 'clubs_5']|20|Straight|['spades_7', 'clubs_3', 'hearts_5', 'hearts_7', 'diamonds_jack', 'clubs_2', 'hearts_6', 'clubs_5', 'clubs_queen', 'hearts_8']
09/03/2021, 17:09:52|5|5|Pair Jack's|['clubs_jack', 'diamonds_jack', 'diamonds_ace', 'clubs_3', 'spades_10']|10|Two pair|['diamonds_9', 'diamonds_jack', 'clubs_8', 'hearts_6', 'hearts_3', 'clubs_jack', 'diamonds_ace', 'clubs_3', 'spades_10', 'clubs_2']
09/03/2021, 17:10:02|5|0||['spades_9', 'spades_3', 'spades_ace', 'spades_6', 'clubs_king']|15|Three of a kind|['spades_9', 'spades_3', 'spades_ace', 'spades_6', 'clubs_2', 'clubs_king', 'hearts_queen', 'hearts_9', 'hearts_5', 'diamonds_9']
09/03/2021, 17:10:10|5|5|Pair Queen's|['spades_5', 'clubs_queen', 'diamonds_ace', 'spades_queen', 'hearts_8']|30|Flush|['spades_9', 'clubs_queen', 'diamonds_ace', 'spades_4', 'hearts_7', 'spades_5', 'spades_queen', 'hearts_8', 'clubs_9', 'spades_jack']
09/03/2021, 17:10:20|5|20|Straight|['diamonds_6', 'diamonds_10', 'spades_10', 'clubs_9', 'hearts_10']|15|Three of a kind|['diamonds_king', 'diamonds_10', 'spades_10', 'spades_5', 'spades_queen', 'diamonds_6', 'clubs_9', 'hearts_10', 'hearts_7', 'clubs_4']
09/03/2021, 17:10:35|5|45|Full house|['hearts_5', 'clubs_2', 'diamonds_2', 'clubs_5', 'spades_2']|45|Full house|['hearts_5', 'clubs_3', 'diamonds_2', 'clubs_5', 'spades_2', 'clubs_2', 'spades_ace', 'clubs_king', 'diamonds_6', 'hearts_10']
09/03/2021, 17:10:47|5|0||['spades_king', 'spades_6', 'diamonds_jack', 'spades_8', 'hearts_2']|0||['spades_king', 'hearts_4', 'clubs_7', 'diamonds_10', 'clubs_6', 'spades_6', 'diamonds_jack', 'spades_8', 'hearts_2', 'spades_ace']
09/04/2021, 12:20:52|5|10|Two pair|['hearts_queen', 'diamonds_6', 'spades_4', 'clubs_6', 'diamonds_queen']|20|Straight|['hearts_jack', 'diamonds_6', 'clubs_4', 'clubs_6', 'diamonds_king', 'hearts_queen', 'spades_4', 'diamonds_queen', 'hearts_8', 'diamonds_5']
09/04/2021, 12:21:55|5|0||['hearts_10', 'diamonds_4', 'clubs_10', 'spades_3', 'diamonds_queen']|20|Straight|['hearts_10', 'clubs_2', 'clubs_10', 'hearts_ace', 'spades_7', 'diamonds_4', 'spades_3', 'diamonds_queen', 'hearts_3', 'clubs_king']
09/04/2021, 12:22:06|5|0||['spades_king', 'diamonds_3', 'spades_4', 'hearts_8', 'diamonds_queen']|20|Straight|['spades_king', 'hearts_2', 'spades_9', 'clubs_8', 'diamonds_queen', 'diamonds_3', 'spades_4', 'hearts_8', 'clubs_2', 'clubs_king']
09/04/2021, 12:22:17|5|0||['diamonds_jack', 'diamonds_queen', 'spades_9', 'hearts_2', 'diamonds_5']|45|Full house|['diamonds_jack', 'diamonds_queen', 'clubs_8', 'hearts_3', 'hearts_5', 'spades_9', 'hearts_2', 'diamonds_5', 'diamonds_9', 'clubs_5']
09/04/2021, 12:22:27|5|0||['spades_7', 'diamonds_9', 'hearts_4', 'hearts_8', 'clubs_9']|20|Straight|['clubs_2', 'diamonds_9', 'clubs_ace', 'hearts_5', 'clubs_9', 'spades_7', 'hearts_4', 'hearts_8', 'spades_jack', 'clubs_6']
09/04/2021, 12:22:34|5|5|Pair Ace's|['hearts_7', 'diamonds_ace', 'hearts_ace', 'spades_9', 'diamonds_4']|10|Two pair|['spades_4', 'diamonds_ace', 'hearts_ace', 'hearts_6', 'hearts_9', 'hearts_7', 'spades_9', 'diamonds_4', 'diamonds_jack', 'clubs_jack']
09/04/2021, 12:22:43|5|15|Three of a kind|['hearts_king', 'clubs_king', 'spades_4', 'spades_king', 'clubs_9']|45|Full house|['hearts_king', 'clubs_king', 'hearts_ace', 'hearts_6', 'spades_jack', 'spades_4', 'spades_king', 'clubs_9', 'spades_ace', 'clubs_5']
09/04/2021, 12:22:52|5|15|Three of a kind|['diamonds_7', 'clubs_7', 'clubs_ace', 'hearts_7', 'diamonds_2']|15|Three of a kind|['diamonds_7', 'spades_9', 'spades_jack', 'hearts_7', 'clubs_6', 'clubs_7', 'clubs_ace', 'diamonds_2', 'clubs_3', 'hearts_5']
09/04/2021, 12:23:17|5|0||['diamonds_queen', 'spades_king', 'spades_6', 'diamonds_ace', 'diamonds_8']|30|Flush|['clubs_9', 'spades_7', 'spades_4', 'spades_9', 'clubs_3', 'diamonds_queen', 'spades_king', 'spades_6', 'diamonds_ace', 'diamonds_8']
09/04/2021, 12:23:27|5|0||['diamonds_3', 'spades_4', 'diamonds_ace', 'spades_jack', 'clubs_2']|20|Straight|['hearts_5', 'diamonds_8', 'diamonds_ace', 'spades_jack', 'clubs_10', 'diamonds_3', 'spades_4', 'clubs_2', 'clubs_king', 'clubs_ace']
09/04/2021, 12:23:36|5|5|Pair King's|['clubs_ace', 'diamonds_7', 'hearts_king', 'spades_8', 'diamonds_king']|20|Straight|['clubs_4', 'diamonds_jack', 'hearts_king', 'diamonds_ace', 'diamonds_king', 'clubs_ace', 'diamonds_7', 'spades_8', 'hearts_10', 'spades_queen']
09/04/2021, 12:23:54|5|10|Two pair|['clubs_8', 'spades_9', 'spades_king', 'diamonds_8', 'hearts_king']|15|Three of a kind|['clubs_8', 'clubs_5', 'hearts_jack', 'diamonds_8', 'diamonds_9', 'spades_9', 'spades_king', 'hearts_king', 'clubs_king', 'spades_8']
09/04/2021, 12:24:04|5|5|Pair King's|['clubs_7', 'diamonds_queen', 'spades_king', 'hearts_king', 'hearts_8']|20|Straight|['clubs_ace', 'diamonds_9', 'spades_king', 'hearts_king', 'clubs_5', 'clubs_7', 'diamonds_queen', 'hearts_8', 'hearts_9', 'hearts_7']
09/04/2021, 12:24:14|5|0||['diamonds_jack', 'spades_9', 'hearts_queen', 'spades_4', 'hearts_9']|20|Straight|['clubs_10', 'spades_9', 'spades_3', 'diamonds_ace', 'hearts_9', 'diamonds_jack', 'hearts_queen', 'spades_4', 'diamonds_queen', 'diamonds_7']
09/04/2021, 12:24:31|5|5|Pair Ace's|['spades_ace', 'spades_9', 'diamonds_6', 'clubs_king', 'hearts_ace']|20|Straight|['spades_ace', 'clubs_queen', 'hearts_jack', 'diamonds_2', 'hearts_ace', 'spades_9', 'diamonds_6', 'clubs_king', 'spades_6', 'hearts_8']
09/04/2021, 12:24:58|5|5|Pair Ace's|['spades_ace', 'clubs_jack', 'diamonds_ace', 'clubs_king', 'hearts_7']|10|Two pair|['spades_ace', 'clubs_jack', 'spades_2', 'clubs_king', 'hearts_8', 'diamonds_ace', 'hearts_7', 'clubs_4', 'hearts_4', 'clubs_8']
09/04/2021, 12:25:06|5|0||['clubs_3', 'diamonds_queen', 'hearts_7', 'spades_4', 'diamonds_2']|10|Two pair|['hearts_3', 'diamonds_queen', 'clubs_7', 'hearts_2', 'diamonds_5', 'clubs_3', 'hearts_7', 'spades_4', 'diamonds_2', 'clubs_4']
09/04/2021, 12:25:15|5|0||['clubs_8', 'diamonds_ace', 'hearts_7', 'hearts_9', 'clubs_7']|20|Straight|['clubs_10', 'clubs_jack', 'hearts_7', 'spades_3', 'clubs_7', 'clubs_8', 'diamonds_ace', 'hearts_9', 'diamonds_4', 'diamonds_9']
09/04/2021, 12:25:23|5|5|Pair Jack's|['hearts_jack', 'hearts_3', 'diamonds_8', 'diamonds_jack', 'spades_ace']|20|Straight|['hearts_jack', 'clubs_4', 'clubs_7', 'diamonds_jack', 'diamonds_6', 'hearts_3', 'diamonds_8', 'spades_ace', 'diamonds_queen', 'clubs_2']
09/04/2021, 12:25:30|5|0||['clubs_4', 'spades_8', 'hearts_ace', 'diamonds_9', 'spades_king']|20|Straight|['diamonds_2', 'spades_3', 'spades_7', 'hearts_10', 'diamonds_5', 'clubs_4', 'spades_8', 'hearts_ace', 'diamonds_9', 'spades_king']
09/04/2021, 12:25:42|5|0||['diamonds_9', 'hearts_8', 'spades_6', 'spades_10', 'spades_ace']|20|Straight|['clubs_2', 'hearts_7', 'hearts_4', 'spades_10', 'clubs_5', 'diamonds_9', 'hearts_8', 'spades_6', 'spades_ace', 'spades_8']
09/04/2021, 12:25:50|5|10|Two pair|['hearts_10', 'hearts_queen', 'diamonds_queen', 'diamonds_jack', 'hearts_jack']|30|Flush|['spades_2', 'hearts_6', 'diamonds_queen', 'diamonds_5', 'hearts_8', 'hearts_10', 'hearts_queen', 'diamonds_jack', 'hearts_jack', 'clubs_7']
09/04/2021, 12:25:58|5|0||['hearts_5', 'diamonds_6', 'diamonds_5', 'spades_jack', 'clubs_king']|45|Full house|['spades_5', 'diamonds_2', 'spades_6', 'spades_jack', 'clubs_king', 'hearts_5', 'diamonds_6', 'diamonds_5', 'clubs_jack', 'hearts_2']
09/04/2021, 12:26:07|5|5|Pair Jack's|['diamonds_queen', 'spades_jack', 'diamonds_jack', 'spades_4', 'hearts_7']|20|Straight|['diamonds_3', 'spades_jack', 'clubs_10', 'diamonds_7', 'hearts_5', 'diamonds_queen', 'diamonds_jack', 'spades_4', 'hearts_7', 'hearts_10']
09/04/2021, 12:26:18|5|30|Flush|['diamonds_9', 'diamonds_7', 'diamonds_4', 'diamonds_ace', 'diamonds_8']|30|Flush|['diamonds_9', 'diamonds_7', 'diamonds_4', 'diamonds_ace', 'spades_5', 'diamonds_8', 'spades_8', 'hearts_king', 'hearts_ace', 'clubs_king']
09/04/2021, 12:26:34|5|0||['spades_9', 'hearts_king', 'diamonds_3', 'clubs_3', 'diamonds_jack']|45|Full house|['spades_3', 'hearts_king', 'spades_10', 'diamonds_8', 'diamonds_jack', 'spades_9', 'diamonds_3', 'clubs_3', 'diamonds_king', 'clubs_6']
09/04/2021, 12:26:42|5|10|Two pair|['clubs_queen', 'diamonds_jack', 'hearts_ace', 'hearts_jack', 'spades_ace']|45|Full house|['clubs_queen', 'diamonds_jack', 'hearts_ace', 'spades_4', 'diamonds_5', 'hearts_jack', 'spades_ace', 'hearts_6', 'clubs_6', 'spades_6']
09/04/2021, 12:26:51|5|5|Pair King's|['diamonds_king', 'spades_5', 'spades_king', 'clubs_ace', 'diamonds_jack']|45|Full house|['diamonds_5', 'spades_2', 'spades_king', 'clubs_ace', 'diamonds_jack', 'diamonds_king', 'spades_5', 'diamonds_6', 'diamonds_ace', 'clubs_5']
09/04/2021, 12:27:00|5|0||['hearts_8', 'spades_king', 'diamonds_7', 'clubs_queen', 'hearts_ace']|30|Flush|['hearts_4', 'spades_king', 'hearts_9', 'clubs_queen', 'hearts_6', 'hearts_8', 'diamonds_7', 'hearts_ace', 'clubs_ace', 'spades_6']
09/04/2021, 12:27:08|5|5|Pair Ace's|['spades_10', 'spades_6', 'diamonds_ace', 'hearts_jack', 'hearts_ace']|10|Two pair|['diamonds_8', 'clubs_10', 'hearts_6', 'diamonds_2', 'hearts_ace', 'spades_10', 'spades_6', 'diamonds_ace', 'hearts_jack', 'diamonds_king']
09/04/2021, 12:27:19|5|0||['clubs_9', 'clubs_ace', 'clubs_6', 'spades_3', 'clubs_king']|30|Flush|['clubs_9', 'clubs_ace', 'clubs_6', 'hearts_10', 'clubs_king', 'spades_3', 'spades_king', 'clubs_2', 'diamonds_2', 'diamonds_7']
09/04/2021, 12:27:27|5|10|Two pair|['hearts_3', 'hearts_king', 'clubs_king', 'diamonds_5', 'spades_5']|45|Full house|['spades_3', 'hearts_king', 'clubs_king', 'hearts_7', 'clubs_2', 'hearts_3', 'diamonds_5', 'spades_5', 'hearts_5', 'spades_2']
09/04/2021, 12:27:37|5|0||['spades_3', 'hearts_9', 'diamonds_3', 'hearts_8', 'spades_king']|30|Flush|['spades_3', 'diamonds_5', 'diamonds_3', 'spades_ace', 'spades_10', 'hearts_9', 'hearts_8', 'spades_king', 'spades_4', 'hearts_queen']
09/04/2021, 12:27:44|5|5|Pair King's|['diamonds_king', 'spades_king', 'spades_2', 'spades_7', 'diamonds_8']|30|Flush|['diamonds_king', 'spades_king', 'diamonds_9', 'spades_6', 'diamonds_3', 'spades_2', 'spades_7', 'diamonds_8', 'diamonds_10', 'spades_queen']
09/04/2021, 12:27:53|5|15|Three of a kind|['diamonds_queen', 'clubs_3', 'hearts_3', 'spades_3', 'hearts_ace']|45|Full house|['clubs_2', 'clubs_3', 'hearts_3', 'spades_3', 'clubs_ace', 'diamonds_queen', 'hearts_ace', 'spades_9', 'clubs_jack', 'spades_7']
09/04/2021, 12:28:05|5|0||['spades_7', 'clubs_king', 'hearts_10', 'clubs_8', 'clubs_10']|30|Flush|['clubs_3', 'clubs_king', 'diamonds_9', 'diamonds_5', 'clubs_6', 'spades_7', 'hearts_10', 'clubs_8', 'clubs_10', 'spades_4']
09/04/2021, 12:28:14|5|5|Pair Ace's|['clubs_ace', 'spades_jack', 'hearts_king', 'clubs_queen', 'diamonds_ace']|10|Two pair|['spades_5', 'hearts_3', 'clubs_8', 'clubs_queen', 'diamonds_ace', 'clubs_ace', 'spades_jack', 'hearts_king', 'hearts_jack', 'clubs_5']
09/04/2021, 12:28:22|5|10|Two pair|['clubs_jack', 'spades_10', 'diamonds_jack', 'hearts_10', 'spades_7']|30|Flush|['clubs_jack', 'spades_queen', 'diamonds_jack', 'diamonds_5', 'spades_8', 'spades_10', 'hearts_10', 'spades_7', 'clubs_7', 'spades_king']
09/04/2021, 12:28:31|5|10|Two pair|['spades_ace', 'hearts_8', 'spades_8', 'spades_2', 'diamonds_ace']|45|Full house|['diamonds_5', 'hearts_8', 'spades_8', 'clubs_10', 'clubs_9', 'spades_ace', 'spades_2', 'diamonds_ace', 'clubs_queen', 'diamonds_8']
09/04/2021, 12:28:41|5|0||['diamonds_ace', 'spades_8', 'hearts_9', 'diamonds_7', 'clubs_10']|20|Straight|['hearts_4', 'spades_8', 'hearts_9', 'diamonds_7', 'clubs_10', 'diamonds_ace', 'diamonds_king', 'clubs_2', 'hearts_ace', 'clubs_queen']
09/04/2021, 12:28:49|5|5|Pair King's|['spades_king', 'clubs_king', 'hearts_ace', 'diamonds_jack', 'spades_4']|20|Straight|['spades_king', 'diamonds_6', 'hearts_4', 'diamonds_jack', 'spades_5', 'clubs_king', 'hearts_ace', 'spades_4', 'diamonds_7', 'diamonds_8']
09/04/2021, 12:28:58|5|0||['diamonds_3', 'hearts_3', 'clubs_6', 'spades_10', 'clubs_7']|10|Two pair|['diamonds_3', 'hearts_3', 'clubs_8', 'spades_7', 'diamonds_jack', 'clubs_6', 'spades_10', 'clubs_7', 'spades_6', 'diamonds_10']
09/04/2021, 12:29:07|5|5|Pair King's|['clubs_ace', 'diamonds_king', 'diamonds_6', 'hearts_10', 'spades_king']|10|Two pair|['diamonds_8', 'diamonds_king', 'clubs_2', 'diamonds_5', 'spades_4', 'clubs_ace', 'diamonds_6', 'hearts_10', 'spades_king', 'spades_2']
09/04/2021, 12:29:15|5|0||['clubs_9', 'spades_4', 'hearts_9', 'hearts_3', 'spades_ace']|30|Flush|['clubs_9', 'clubs_8', 'hearts_9', 'spades_2', 'clubs_6', 'spades_4', 'hearts_3', 'spades_ace', 'spades_3', 'spades_10']
09/04/2021, 12:29:23|5|0||['hearts_4', 'diamonds_queen', 'spades_9', 'spades_king', 'diamonds_2']|20|Straight|['hearts_7', 'diamonds_queen', 'clubs_8', 'spades_king', 'hearts_5', 'hearts_4', 'spades_9', 'diamonds_2', 'spades_3', 'diamonds_ace']
09/04/2021, 12:29:31|5|0||['diamonds_8', 'clubs_4', 'spades_jack', 'hearts_2', 'spades_king']|20|Straight|['hearts_4', 'spades_3', 'spades_jack', 'clubs_10', 'spades_king', 'diamonds_8', 'clubs_4', 'hearts_2', 'hearts_9', 'hearts_king']
09/04/2021, 12:29:39|5|5|Pair King's|['hearts_10', 'spades_2', 'clubs_king', 'spades_king', 'spades_9']|30|Flush|['spades_5', 'hearts_4', 'clubs_king', 'spades_6', 'clubs_8', 'hearts_10', 'spades_2', 'spades_king', 'spades_9', 'clubs_2']
09/04/2021, 12:29:48|5|125|Four of a kind|['hearts_7', 'clubs_5', 'diamonds_5', 'hearts_5', 'spades_5']|125|Four of a kind|['spades_3', 'clubs_5', 'diamonds_5', 'diamonds_4', 'clubs_2', 'hearts_7', 'hearts_5', 'spades_5', 'clubs_7', 'hearts_jack']
09/04/2021, 12:30:05|5|0||['spades_king', 'spades_3', 'clubs_jack', 'clubs_4', 'clubs_6']|10|Two pair|['diamonds_2', 'diamonds_10', 'clubs_jack', 'clubs_8', 'spades_6', 'spades_king', 'spades_3', 'clubs_4', 'clubs_6', 'hearts_2']
09/04/2021, 12:30:14|5|0||['clubs_queen', 'diamonds_2', 'hearts_9', 'clubs_jack', 'spades_8']|20|Straight|['clubs_queen', 'diamonds_8', 'hearts_10', 'clubs_5', 'clubs_7', 'diamonds_2', 'hearts_9', 'clubs_jack', 'spades_8', 'spades_2']
09/04/2021, 12:30:23|5|5|Pair Ace's|['spades_ace', 'clubs_3', 'spades_9', 'clubs_6', 'diamonds_ace']|20|Straight|['spades_ace', 'diamonds_3', 'diamonds_4', 'hearts_8', 'diamonds_ace', 'clubs_3', 'spades_9', 'clubs_6', 'diamonds_5', 'hearts_5']
09/04/2021, 12:30:33|5|5|Pair Jack's|['hearts_queen', 'hearts_jack', 'diamonds_jack', 'hearts_2', 'spades_3']|30|Flush|['hearts_queen', 'hearts_jack', 'spades_7', 'clubs_10', 'clubs_ace', 'diamonds_jack', 'hearts_2', 'spades_3', 'hearts_10', 'hearts_7']
09/04/2021, 12:30:42|5|10|Two pair|['clubs_2', 'spades_2', 'spades_9', 'diamonds_5', 'diamonds_9']|45|Full house|['hearts_2', 'spades_4', 'spades_9', 'hearts_3', 'diamonds_9', 'clubs_2', 'spades_2', 'diamonds_5', 'spades_5', 'hearts_6']
09/04/2021, 12:30:50|5|0||['spades_queen', 'clubs_4', 'diamonds_3', 'spades_6', 'spades_jack']|20|Straight|['spades_queen', 'hearts_2', 'clubs_9', 'spades_3', 'clubs_10', 'clubs_4', 'diamonds_3', 'spades_6', 'spades_jack', 'diamonds_jack']
09/04/2021, 12:31:00|5|5|Pair Ace's|['spades_ace', 'diamonds_6', 'clubs_ace', 'hearts_king', 'hearts_5']|20|Straight|['spades_ace', 'hearts_7', 'spades_10', 'hearts_king', 'spades_8', 'diamonds_6', 'clubs_ace', 'hearts_5', 'spades_6', 'clubs_9']
09/04/2021, 12:31:10|5|0||['hearts_6', 'spades_8', 'spades_queen', 'spades_5', 'spades_4']|45|Full house|['diamonds_8', 'spades_8', 'spades_queen', 'spades_5', 'spades_4', 'hearts_6', 'hearts_queen', 'spades_6', 'clubs_queen', 'hearts_9']
09/04/2021, 12:31:22|5|0||['clubs_8', 'spades_queen', 'spades_8', 'spades_9', 'spades_3']|20|Straight|['clubs_8', 'spades_queen', 'spades_8', 'diamonds_3', 'clubs_10', 'spades_9', 'spades_3', 'hearts_jack', 'diamonds_5', 'hearts_7']
09/04/2021, 12:31:30|5|0||['diamonds_queen', 'clubs_king', 'spades_5', 'diamonds_4', 'spades_ace']|20|Straight|['diamonds_queen', 'clubs_king', 'clubs_3', 'diamonds_8', 'spades_ace', 'spades_5', 'diamonds_4', 'clubs_5', 'clubs_8', 'hearts_queen']
09/04/2021, 12:31:39|5|10|Two pair|['clubs_ace', 'diamonds_10', 'hearts_10', 'diamonds_ace', 'hearts_king']|45|Full house|['clubs_ace', 'diamonds_10', 'hearts_10', 'diamonds_ace', 'hearts_queen', 'hearts_king', 'spades_ace', 'diamonds_king', 'diamonds_2', 'spades_6']
09/04/2021, 12:31:48|5|0||['spades_7', 'clubs_2', 'clubs_5', 'diamonds_king', 'hearts_4']|20|Straight|['diamonds_2', 'spades_6', 'diamonds_7', 'diamonds_king', 'hearts_8', 'spades_7', 'clubs_2', 'clubs_5', 'hearts_4', 'spades_5']
09/04/2021, 12:31:57|5|0||['hearts_5', 'spades_8', 'spades_2', 'spades_king', 'diamonds_ace']|30|Flush|['diamonds_7', 'clubs_9', 'clubs_10', 'spades_king', 'diamonds_ace', 'hearts_5', 'spades_8', 'spades_2', 'spades_queen', 'spades_jack']
09/04/2021, 12:32:05|5|5|Pair King's|['diamonds_5', 'clubs_queen', 'hearts_jack', 'diamonds_king', 'hearts_king']|30|Flush|['clubs_5', 'clubs_queen', 'hearts_jack', 'diamonds_king', 'clubs_3', 'diamonds_5', 'hearts_king', 'spades_ace', 'clubs_jack', 'clubs_8']
09/04/2021, 12:32:13|5|5|Pair King's|['clubs_4', 'hearts_ace', 'clubs_king', 'clubs_5', 'hearts_king']|45|Full house|['diamonds_8', 'hearts_ace', 'spades_2', 'diamonds_5', 'spades_7', 'clubs_4', 'clubs_king', 'clubs_5', 'hearts_king', 'spades_king']
09/04/2021, 12:32:22|5|0||['diamonds_6', 'hearts_5', 'hearts_8', 'clubs_6', 'spades_4']|45|Full house|['diamonds_6', 'diamonds_5', 'diamonds_king', 'clubs_6', 'hearts_7', 'hearts_5', 'hearts_8', 'spades_4', 'hearts_6', 'diamonds_8']
