Date_time|Bet|Win|Winning_text|Cards_played|Potential_win|Potential_winning_text|Ten_cards
09/04/2021, 12:32:31|5|0||['diamonds_2', 'hearts_7', 'clubs_ace', 'diamonds_9', 'clubs_queen']|20|Straight|['spades_9', 'clubs_8', 'clubs_ace', 'hearts_3', 'clubs_queen', 'diamonds_2', 'hearts_7', 'diamonds_9', 'diamonds_4', 'diamonds_7']
09/04/2021, 12:32:39|5|0||['hearts_7', 'clubs_6', 'clubs_king', 'hearts_6', 'spades_5']|20|Straight|['spades_ace', 'clubs_6', 'clubs_5', 'hearts_6', 'diamonds_10', 'hearts_7', 'clubs_king', 'spades_5', 'clubs_2', 'hearts_jack']
09/04/2021, 12:32:51|5|0||['diamonds_2', 'spades_ace', 'spades_3', 'diamonds_7', 'clubs_jack']|20|Straight|['diamonds_9', 'spades_ace', 'spades_6', 'hearts_4', 'clubs_jack', 'diamonds_2', 'spades_3', 'diamonds_7', 'spades_queen', 'hearts_9']
09/04/2021, 12:33:02|5|5|Pair Jack's|['diamonds_ace', 'clubs_queen', 'spades_jack', 'spades_king', 'hearts_jack']|20|Straight|['hearts_2', 'clubs_king', 'spades_jack', 'spades_queen', 'hearts_jack', 'diamonds_ace', 'clubs_queen', 'spades_king', 'diamonds_6', 'diamonds_5']
09/04/2021, 12:33:12|5|5|Pair King's|['hearts_king', 'hearts_4', 'clubs_ace', 'spades_king', 'hearts_8']|30|Flush|['hearts_king', 'clubs_8', 'hearts_10', 'spades_king', 'clubs_queen', 'hearts_4', 'clubs_ace', 'hearts_8', 'spades_2', 'hearts_queen']
09/04/2021, 12:33:19|5|10|Two pair|['diamonds_king', 'hearts_9', 'clubs_king', 'diamonds_9', 'diamonds_7']|45|Full house|['diamonds_king', 'clubs_4', 'clubs_king', 'diamonds_queen', 'hearts_4', 'hearts_9', 'diamonds_9', 'diamonds_7', 'spades_9', 'spades_queen']
09/04/2021, 12:33:27|5|0||['diamonds_3', 'hearts_8', 'diamonds_queen', 'hearts_ace', 'diamonds_8']|20|Straight|['hearts_10', 'clubs_9', 'diamonds_queen', 'hearts_ace', 'clubs_2', 'diamonds_3', 'hearts_8', 'diamonds_8', 'diamonds_5', 'hearts_4']
09/04/2021, 12:33:34|5|45|Full house|['clubs_3', 'diamonds_jack', 'clubs_jack', 'spades_jack', 'spades_3']|45|Full house|['clubs_10', 'diamonds_jack', 'spades_6', 'spades_jack', 'hearts_king', 'clubs_3', 'clubs_jack', 'spades_3', 'clubs_ace', 'clubs_4']
09/04/2021, 12:33:44|5|10|Two pair|['spades_3', 'clubs_4', 'clubs_ace', 'hearts_ace', 'hearts_3']|10|Two pair|['diamonds_10', 'diamonds_queen', 'clubs_ace', 'hearts_ace', 'hearts_6', 'spades_3', 'clubs_4', 'hearts_3', 'hearts_2', 'diamonds_6']
09/04/2021, 12:33:54|5|0||['diamonds_3', 'clubs_9', 'diamonds_9', 'clubs_queen', 'clubs_ace']|30|Flush|['clubs_4', 'diamonds_8', 'diamonds_6', 'clubs_queen', 'spades_7', 'diamonds_3', 'clubs_9', 'diamonds_9', 'clubs_ace', 'clubs_king']
09/04/2021, 12:34:04|5|0||['spades_king', 'clubs_9', 'hearts_4', 'diamonds_jack', 'diamonds_9']|20|Straight|['spades_king', 'clubs_9', 'clubs_5', 'diamonds_7', 'diamonds_9', 'hearts_4', 'diamonds_jack', 'clubs_ace', 'clubs_8', 'diamonds_king']
09/04/2021, 12:34:12|5|15|Three of a kind|['clubs_ace', 'hearts_ace', 'diamonds_king', 'spades_ace', 'hearts_4']|45|Full house|['diamonds_2', 'diamonds_9', 'hearts_10', 'spades_ace', 'diamonds_7', 'clubs_ace', 'hearts_ace', 'diamonds_king', 'hearts_4', 'spades_king']
09/04/2021, 12:34:19|5|0||['diamonds_king', 'spades_8', 'spades_5', 'clubs_5', 'clubs_2']|10|Two pair|['spades_10', 'diamonds_6', 'spades_5', 'clubs_5', 'clubs_ace', 'diamonds_king', 'spades_8', 'clubs_2', 'hearts_jack', 'clubs_king']
09/04/2021, 12:34:26|5|5|Pair Ace's|['clubs_7', 'hearts_5', 'diamonds_ace', 'clubs_king', 'hearts_ace']|45|Full house|['spades_4', 'hearts_7', 'diamonds_ace', 'clubs_king', 'hearts_3', 'clubs_7', 'hearts_5', 'hearts_ace', 'spades_7', 'diamonds_8']
09/04/2021, 12:34:32|5|0||['clubs_7', 'hearts_jack', 'spades_4', 'spades_queen', 'clubs_king']|30|Flush|['clubs_4', 'hearts_jack', 'clubs_2', 'spades_queen', 'diamonds_6', 'clubs_7', 'spades_4', 'clubs_king', 'clubs_ace', 'diamonds_10']
09/04/2021, 12:34:42|5|0||['diamonds_7', 'diamonds_queen', 'clubs_5', 'hearts_2', 'spades_2']|45|Full house|['clubs_8', 'diamonds_queen', 'hearts_5', 'spades_4', 'spades_9', 'diamonds_7', 'clubs_5', 'hearts_2', 'spades_2', 'diamonds_2']
09/04/2021, 15:51:28|5|0||['spades_10', 'spades_9', 'spades_king', 'clubs_3', 'spades_ace']|30|Flush|['spades_10', 'spades_9', 'spades_king', 'diamonds_2', 'spades_ace', 'clubs_3', 'spades_6', 'diamonds_king', 'clubs_8', 'clubs_9']
09/04/2021, 15:51:38|5|5|Pair King's|['clubs_ace', 'diamonds_10', 'diamonds_king', 'hearts_queen', 'spades_king']|20|Straight|['diamonds_4', 'clubs_9', 'hearts_10', 'hearts_queen', 'spades_king', 'clubs_ace', 'diamonds_10', 'diamonds_king', 'diamonds_2', 'hearts_8']
09/04/2021, 15:51:46|5|10|Two pair|['clubs_3', 'hearts_3', 'clubs_ace', 'diamonds_king', 'spades_king']|10|Two pair|['clubs_3', 'hearts_3', 'hearts_9', 'clubs_4', 'spades_2', 'clubs_ace', 'diamonds_king', 'spades_king', 'hearts_2', 'spades_jack']
09/04/2021, 15:51:53|5|15|Three of a kind|['clubs_jack', 'hearts_jack', 'diamonds_9', 'diamonds_10', 'spades_jack']|45|Full house|['clubs_jack', 'hearts_jack', 'clubs_2', 'hearts_8', 'hearts_queen', 'diamonds_9', 'diamonds_10', 'spades_jack', 'spades_10', 'spades_4']
09/04/2021, 15:52:01|5|5|Pair Queen's|['hearts_queen', 'diamonds_3', 'diamonds_8', 'spades_queen', 'clubs_2']|20|Straight|['hearts_queen', 'clubs_6', 'diamonds_jack', 'spades_queen', 'hearts_9', 'diamonds_3', 'diamonds_8', 'clubs_2', 'diamonds_4', 'clubs_king']
09/04/2021, 15:52:09|5|5|Pair Queen's|['spades_queen', 'diamonds_3', 'spades_king', 'clubs_10', 'hearts_queen']|30|Flush|['spades_queen', 'spades_jack', 'hearts_7', 'spades_4', 'hearts_queen', 'diamonds_3', 'spades_king', 'clubs_10', 'spades_9', 'clubs_6']
09/04/2021, 15:52:18|5|20|Straight|['spades_king', 'hearts_9', 'clubs_10', 'spades_queen', 'clubs_jack']|20|Straight|['spades_king', 'diamonds_4', 'clubs_6', 'spades_queen', 'clubs_jack', 'hearts_9', 'clubs_10', 'hearts_7', 'spades_5', 'diamonds_2']
09/04/2021, 15:52:26|5|5|Pair King's|['diamonds_queen', 'hearts_king', 'clubs_king', 'diamonds_2', 'diamonds_7']|20|Straight|['clubs_2', 'hearts_king', 'clubs_king', 'spades_3', 'hearts_4', 'diamonds_queen', 'diamonds_2', 'diamonds_7', 'hearts_9', 'clubs_8']
09/04/2021, 15:52:33|5|0||['clubs_king', 'diamonds_jack', 'hearts_2', 'spades_4', 'clubs_10']|10|Two pair|['clubs_king', 'diamonds_jack', 'clubs_4', 'hearts_9', 'clubs_7', 'hearts_2', 'spades_4', 'clubs_10', 'spades_jack', 'spades_9']
09/04/2021, 15:52:42|5|0||['spades_queen', 'diamonds_2', 'clubs_6', 'hearts_ace', 'clubs_jack']|20|Straight|['spades_queen', 'spades_7', 'diamonds_9', 'hearts_ace', 'clubs_jack', 'diamonds_2', 'clubs_6', 'clubs_9', 'clubs_10', 'spades_5']
09/04/2021, 15:52:51|5|30|Flush|['diamonds_2', 'diamonds_king', 'diamonds_10', 'diamonds_6', 'diamonds_5']|10|Two pair|['hearts_5', 'diamonds_king', 'diamonds_10', 'diamonds_6', 'diamonds_5', 'diamonds_2', 'spades_king', 'diamonds_ace', 'spades_10', 'diamonds_queen']
09/04/2021, 15:53:01|5|0||['hearts_9', 'hearts_5', 'spades_2', 'diamonds_2', 'clubs_7']|30|Flush|['spades_7', 'spades_9', 'spades_2', 'diamonds_2', 'hearts_4', 'hearts_9', 'hearts_5', 'clubs_7', 'spades_3', 'spades_queen']
09/04/2021, 15:53:08|5|5|Pair King's|['spades_7', 'clubs_6', 'spades_king', 'spades_4', 'diamonds_king']|20|Straight|['clubs_2', 'hearts_9', 'spades_king', 'diamonds_8', 'diamonds_king', 'spades_7', 'clubs_6', 'spades_4', 'hearts_5', 'hearts_6']
09/04/2021, 15:53:15|5|5|Pair Ace's|['clubs_9', 'clubs_ace', 'hearts_ace', 'clubs_10', 'spades_king']|10|Two pair|['diamonds_3', 'clubs_ace', 'hearts_ace', 'diamonds_king', 'spades_4', 'clubs_9', 'clubs_10', 'spades_king', 'clubs_6', 'spades_3']
09/04/2021, 15:53:23|5|0||['hearts_queen', 'diamonds_ace', 'diamonds_10', 'diamonds_8', 'spades_10']|45|Full house|['spades_9', 'diamonds_queen', 'diamonds_10', 'diamonds_4', 'spades_10', 'hearts_queen', 'diamonds_ace', 'diamonds_8', 'clubs_10', 'clubs_9']
09/04/2021, 15:53:30|5|0||['hearts_queen', 'spades_5', 'diamonds_jack', 'spades_king', 'spades_3']|20|Straight|['hearts_queen', 'hearts_9', 'diamonds_2', 'spades_king', 'diamonds_10', 'spades_5', 'diamonds_jack', 'spades_3', 'hearts_ace', 'spades_6']
09/04/2021, 15:53:39|5|0||['hearts_9', 'hearts_king', 'diamonds_5', 'spades_ace', 'hearts_10']|20|Straight|['diamonds_6', 'hearts_king', 'spades_2', 'spades_ace', 'spades_8', 'hearts_9', 'diamonds_5', 'hearts_10', 'spades_10', 'diamonds_queen']
09/04/2021, 15:53:50|5|0||['diamonds_7', 'hearts_5', 'spades_queen', 'diamonds_5', 'spades_3']|45|Full house|['hearts_6', 'hearts_5', 'diamonds_jack', 'diamonds_5', 'hearts_7', 'diamonds_7', 'spades_queen', 'spades_3', 'spades_10', 'spades_7']
09/04/2021, 15:53:59|5|0||['hearts_jack', 'clubs_queen', 'spades_ace', 'clubs_king', 'clubs_2']|45|Full house|['hearts_jack', 'clubs_5', 'spades_ace', 'clubs_king', 'diamonds_2', 'clubs_queen', 'clubs_2', 'hearts_ace', 'diamonds_5', 'hearts_5']
09/04/2021, 15:54:09|5|5|Pair King's|['clubs_king', 'clubs_10', 'spades_ace', 'clubs_jack', 'hearts_king']|30|Flush|['clubs_king', 'spades_10', 'clubs_8', 'clubs_jack', 'spades_5', 'clubs_10', 'spades_ace', 'hearts_king', 'spades_7', 'clubs_ace']
09/04/2021, 15:54:16|5|5|Pair Ace's|['hearts_ace', 'hearts_queen', 'spades_ace', 'spades_10', 'hearts_6']|10|Two pair|['hearts_ace', 'hearts_queen', 'spades_8', 'spades_2', 'clubs_9', 'spades_ace', 'spades_10', 'hearts_6', 'diamonds_9', 'diamonds_3']
09/04/2021, 15:54:27|5|45|Full house|['clubs_5', 'spades_queen', 'diamonds_5', 'clubs_queen', 'hearts_5']|15|Three of a kind|['clubs_5', 'spades_8', 'hearts_queen', 'diamonds_ace', 'hearts_5', 'spades_queen', 'diamonds_5', 'clubs_queen', 'hearts_king', 'spades_2']
09/04/2021, 15:54:37|5|0||['hearts_9', 'diamonds_10', 'spades_queen', 'spades_8', 'hearts_2']|20|Straight|['hearts_5', 'clubs_7', 'spades_queen', 'hearts_8', 'clubs_9', 'hearts_9', 'diamonds_10', 'spades_8', 'hearts_2', 'clubs_3']
09/04/2021, 15:54:46|5|0||['clubs_5', 'diamonds_5', 'clubs_jack', 'diamonds_8', 'clubs_2']|20|Straight|['clubs_5', 'diamonds_5', 'clubs_7', 'spades_2', 'diamonds_10', 'clubs_jack', 'diamonds_8', 'clubs_2', 'clubs_6', 'clubs_9']
09/04/2021, 15:54:55|5|0||['spades_8', 'diamonds_king', 'diamonds_queen', 'diamonds_9', 'clubs_9']|45|Full house|['spades_3', 'diamonds_king', 'diamonds_queen', 'spades_2', 'spades_9', 'spades_8', 'diamonds_9', 'clubs_9', 'diamonds_3', 'clubs_queen']
09/04/2021, 15:55:06|5|10|Two pair|['hearts_jack', 'diamonds_5', 'hearts_5', 'spades_9', 'clubs_9']|45|Full house|['clubs_6', 'spades_4', 'diamonds_8', 'spades_9', 'diamonds_6', 'hearts_jack', 'diamonds_5', 'hearts_5', 'clubs_9', 'diamonds_9']
09/04/2021, 15:55:16|5|0||['clubs_9', 'clubs_4', 'diamonds_2', 'clubs_ace', 'diamonds_9']|45|Full house|['clubs_9', 'clubs_3', 'clubs_5', 'spades_6', 'diamonds_9', 'clubs_4', 'diamonds_2', 'clubs_ace', 'clubs_6', 'hearts_6']
09/04/2021, 15:55:23|5|15|Three of a kind|['clubs_8', 'clubs_ace', 'hearts_ace', 'hearts_10', 'diamonds_ace']|45|Full house|['clubs_2', 'clubs_ace', 'hearts_ace', 'clubs_9', 'hearts_7', 'clubs_8', 'hearts_10', 'diamonds_ace', 'diamonds_9', 'spades_10']
09/04/2021, 15:55:30|5|15|Three of a kind|['hearts_10', 'hearts_king', 'clubs_9', 'spades_9', 'diamonds_9']|20|Straight|['hearts_2', 'diamonds_5', 'clubs_9', 'spades_9', 'clubs_3', 'hearts_10', 'hearts_king', 'diamonds_9', 'spades_4', 'hearts_6']
09/04/2021, 15:55:41|5|0||['diamonds_4', 'diamonds_8', 'diamonds_queen', 'hearts_king', 'diamonds_ace']|30|Flush|['diamonds_4', 'diamonds_8', 'diamonds_queen', 'hearts_9', 'diamonds_ace', 'hearts_king', 'clubs_2', 'diamonds_2', 'hearts_10', 'clubs_4']
09/04/2021, 15:55:50|5|0||['diamonds_9', 'spades_jack', 'clubs_10', 'hearts_3', 'spades_9']|20|Straight|['diamonds_9', 'hearts_2', 'diamonds_10', 'hearts_6', 'spades_9', 'spades_jack', 'clubs_10', 'hearts_3', 'hearts_jack', 'clubs_8']
09/04/2021, 15:55:59|5|0||['diamonds_5', 'diamonds_7', 'spades_ace', 'diamonds_8', 'diamonds_3']|30|Flush|['diamonds_5', 'diamonds_7', 'hearts_2', 'diamonds_8', 'diamonds_3', 'spades_ace', 'diamonds_ace', 'clubs_9', 'hearts_king', 'spades_6']
09/04/2021, 15:56:08|5|5|Pair Queen's|['spades_king', 'diamonds_jack', 'spades_queen', 'diamonds_queen', 'hearts_9']|20|Straight|['spades_9', 'hearts_8', 'clubs_5', 'diamonds_queen', 'clubs_4', 'spades_king', 'diamonds_jack', 'spades_queen', 'hearts_9', 'hearts_10']
09/04/2021, 15:56:16|5|15|Three of a kind|['diamonds_6', 'diamonds_10', 'hearts_6', 'spades_6', 'clubs_queen']|45|Full house|['diamonds_6', 'diamonds_queen', 'hearts_6', 'spades_6', 'clubs_5', 'diamonds_10', 'clubs_queen', 'diamonds_king', 'diamonds_ace', 'spades_9']
09/04/2021, 15:56:23|5|0||['diamonds_10', 'diamonds_5', 'clubs_king', 'clubs_ace', 'diamonds_2']|10|Two pair|['clubs_9', 'hearts_7', 'clubs_king', 'diamonds_3', 'clubs_5', 'diamonds_10', 'diamonds_5', 'clubs_ace', 'diamonds_2', 'spades_king']
09/04/2021, 15:56:31|5|0||['hearts_5', 'spades_8', 'diamonds_8', 'diamonds_10', 'diamonds_6']|30|Flush|['spades_10', 'spades_8', 'diamonds_8', 'clubs_2', 'diamonds_jack', 'hearts_5', 'diamonds_10', 'diamonds_6', 'spades_jack', 'diamonds_7']
09/04/2021, 15:56:40|5|0||['diamonds_jack', 'clubs_7', 'clubs_9', 'diamonds_queen', 'clubs_ace']|45|Full house|['diamonds_8', 'hearts_9', 'diamonds_5', 'diamonds_queen', 'clubs_ace', 'diamonds_jack', 'clubs_7', 'clubs_9', 'hearts_5', 'spades_5']
09/04/2021, 15:56:50|5|0||['clubs_2', 'diamonds_king', 'clubs_jack', 'spades_ace', 'spades_2']|30|Flush|['spades_3', 'hearts_4', 'clubs_jack', 'spades_5', 'clubs_9', 'clubs_2', 'diamonds_king', 'spades_ace', 'spades_2', 'spades_9']
09/04/2021, 15:57:00|5|5|Pair King's|['hearts_10', 'diamonds_queen', 'hearts_jack', 'clubs_king', 'diamonds_king']|10|Two pair|['hearts_7', 'diamonds_queen', 'hearts_jack', 'clubs_king', 'spades_2', 'hearts_10', 'diamonds_king', 'clubs_4', 'clubs_10', 'clubs_queen']
09/04/2021, 15:57:09|5|0||['diamonds_jack', 'spades_king', 'clubs_10', 'clubs_2', 'hearts_2']|20|Straight|['clubs_7', 'spades_king', 'diamonds_6', 'clubs_2', 'hearts_2', 'diamonds_jack', 'clubs_10', 'hearts_5', 'diamonds_7', 'hearts_4']
09/04/2021, 15:57:18|5|0||['spades_5', 'diamonds_king', 'hearts_jack', 'spades_7', 'diamonds_queen']|20|Straight|['clubs_7', 'diamonds_king', 'hearts_jack', 'clubs_8', 'diamonds_queen', 'spades_5', 'spades_7', 'hearts_king', 'diamonds_6', 'clubs_4']
09/04/2021, 15:57:28|5|5|Pair Queen's|['hearts_queen', 'hearts_4', 'diamonds_2', 'clubs_queen', 'spades_3']|20|Straight|['clubs_2', 'diamonds_7', 'diamonds_6', 'spades_5', 'hearts_9', 'hearts_queen', 'hearts_4', 'diamonds_2', 'clubs_queen', 'spades_3']
09/04/2021, 15:57:36|5|45|Full house|['clubs_queen', 'hearts_queen', 'diamonds_3', 'spades_queen', 'spades_3']|45|Full house|['clubs_queen', 'hearts_5', 'hearts_8', 'spades_queen', 'spades_4', 'hearts_queen', 'diamonds_3', 'spades_3', 'diamonds_8', 'clubs_jack']
09/04/2021, 15:57:45|5|0||['diamonds_queen', 'clubs_9', 'hearts_7', 'clubs_6', 'spades_jack']|20|Straight|['diamonds_queen', 'spades_10', 'hearts_8', 'diamonds_7', 'spades_jack', 'clubs_9', 'hearts_7', 'clubs_6', 'hearts_10', 'hearts_9']
09/04/2021, 15:57:51|5|15|Three of a kind|['diamonds_7', 'diamonds_8', 'hearts_7', 'clubs_7', 'spades_4']|45|Full house|['hearts_king', 'diamonds_6', 'hearts_7', 'clubs_7', 'clubs_6', 'diamonds_7', 'diamonds_8', 'spades_4', 'hearts_8', 'hearts_queen']
09/04/2021, 15:57:59|5|10|Two pair|['diamonds_ace', 'spades_9', 'hearts_ace', 'clubs_king', 'spades_king']|20|Straight|['clubs_10', 'diamonds_6', 'hearts_ace', 'clubs_king', 'hearts_7', 'diamonds_ace', 'spades_9', 'spades_king', 'spades_jack', 'clubs_6']
09/04/2021, 15:58:07|5|0||['spades_6', 'diamonds_8', 'diamonds_queen', 'clubs_7', 'spades_3']|20|Straight|['spades_5', 'diamonds_4', 'diamonds_queen', 'clubs_10', 'diamonds_3', 'spades_6', 'diamonds_8', 'clubs_7', 'spades_3', 'spades_10']
09/04/2021, 15:58:24|5|10|Two pair|['spades_ace', 'hearts_ace', 'spades_10', 'spades_7', 'hearts_10']|10|Two pair|['diamonds_8', 'hearts_ace', 'hearts_9', 'clubs_2', 'hearts_7', 'spades_ace', 'spades_10', 'spades_7', 'hearts_10', 'spades_5']
09/04/2021, 15:58:35|5|5|Pair Jack's|['spades_ace', 'spades_jack', 'hearts_queen', 'spades_king', 'clubs_jack']|20|Straight|['spades_ace', 'hearts_3', 'hearts_queen', 'spades_king', 'hearts_6', 'spades_jack', 'clubs_jack', 'diamonds_10', 'spades_9', 'clubs_3']
09/04/2021, 15:58:43|5|0||['clubs_ace', 'hearts_10', 'diamonds_10', 'clubs_8', 'hearts_9']|20|Straight|['clubs_ace', 'hearts_10', 'diamonds_10', 'hearts_7', 'hearts_2', 'clubs_8', 'hearts_9', 'diamonds_8', 'spades_ace', 'spades_6']
09/04/2021, 15:58:52|5|0||['hearts_8', 'hearts_6', 'spades_queen', 'hearts_9', 'hearts_ace']|20|Straight|['hearts_8', 'hearts_6', 'diamonds_7', 'hearts_9', 'hearts_ace', 'spades_queen', 'hearts_7', 'hearts_10', 'spades_ace', 'clubs_queen']
09/04/2021, 15:58:59|5|15|Three of a kind|['clubs_jack', 'spades_2', 'clubs_2', 'diamonds_2', 'diamonds_6']|45|Full house|['diamonds_10', 'diamonds_5', 'clubs_2', 'diamonds_2', 'hearts_3', 'clubs_jack', 'spades_2', 'diamonds_6', 'clubs_10', 'spades_jack']
09/04/2021, 15:59:08|5|5|Pair Queen's|['diamonds_king', 'clubs_3', 'diamonds_queen', 'clubs_queen', 'spades_jack']|20|Straight|['spades_5', 'clubs_4', 'clubs_10', 'spades_7', 'spades_jack', 'diamonds_king', 'clubs_3', 'diamonds_queen', 'clubs_queen', 'diamonds_8']
09/04/2021, 15:59:16|5|0||['hearts_7', 'clubs_ace', 'diamonds_king', 'hearts_queen', 'hearts_10']|30|Flush|['spades_10', 'clubs_ace', 'diamonds_king', 'hearts_queen', 'clubs_3', 'hearts_7', 'hearts_10', 'hearts_3', 'hearts_ace', 'spades_9']
09/04/2021, 15:59:25|5|5|Pair King's|['clubs_king', 'hearts_3', 'diamonds_queen', 'diamonds_king', 'diamonds_jack']|20|Straight|['spades_10', 'hearts_10', 'diamonds_queen', 'diamonds_king', 'diamonds_jack', 'clubs_king', 'hearts_3', 'hearts_9', 'hearts_jack', 'spades_8']
09/04/2021, 15:59:35|5|5|Pair Jack's|['spades_queen', 'diamonds_jack', 'clubs_king', 'hearts_jack', 'spades_ace']|20|Straight|['clubs_3', 'diamonds_jack', 'diamonds_8', 'spades_2', 'spades_ace', 'spades_queen', 'clubs_king', 'hearts_jack', 'clubs_jack', 'spades_7']
09/04/2021, 15:59:42|5|5|Pair Ace's|['diamonds_ace', 'spades_ace', 'hearts_king', 'clubs_4', 'hearts_5']|30|Flush|['diamonds_ace', 'spades_ace', 'diamonds_6', 'spades_king', 'hearts_queen', 'hearts_king', 'clubs_4', 'hearts_5', 'hearts_8', 'hearts_3']
09/04/2021, 15:59:51|5|5|Pair Ace's|['diamonds_7', 'hearts_jack', 'diamonds_ace', 'spades_ace', 'spades_3']|10|Two pair|['clubs_5', 'hearts_king', 'diamonds_ace', 'spades_ace', 'hearts_9', 'diamonds_7', 'hearts_jack', 'spades_3', 'spades_8', 'hearts_5']
09/04/2021, 15:59:59|5|15|Three of a kind|['hearts_king', 'diamonds_4', 'spades_4', 'spades_6', 'clubs_4']|45|Full house|['diamonds_king', 'diamonds_4', 'spades_4', 'spades_jack', 'clubs_4', 'hearts_king', 'spades_6', 'diamonds_queen', 'clubs_5', 'diamonds_7']
09/04/2021, 16:00:10|5|15|Three of a kind|['diamonds_ace', 'spades_ace', 'hearts_ace', 'spades_6', 'hearts_2']|45|Full house|['diamonds_ace', 'hearts_king', 'hearts_ace', 'spades_8', 'diamonds_2', 'spades_ace', 'spades_6', 'hearts_2', 'diamonds_7', 'clubs_4']
09/09/2021, 15:51:06|5|0||['hearts_4', 'hearts_queen', 'spades_9', 'spades_jack', 'diamonds_10']|45|Full house|['spades_5', 'hearts_queen', 'hearts_3', 'spades_jack', 'clubs_4', 'hearts_4', 'spades_9', 'diamonds_10', 'diamonds_4', 'diamonds_5']
09/09/2021, 15:51:15|5|15|Three of a kind|['diamonds_ace', 'diamonds_7', 'spades_ace', 'clubs_2', 'hearts_ace']|45|Full house|['diamonds_ace', 'hearts_4', 'clubs_3', 'clubs_5', 'hearts_ace', 'diamonds_7', 'spades_ace', 'clubs_2', 'diamonds_10', 'clubs_4']
09/09/2021, 15:51:23|5|5|Pair Ace's|['hearts_9', 'clubs_ace', 'diamonds_ace', 'diamonds_5', 'spades_6']|45|Full house|['diamonds_3', 'clubs_ace', 'diamonds_ace', 'hearts_5', 'spades_queen', 'hearts_9', 'diamonds_5', 'spades_6', 'spades_3', 'spades_5']
09/09/2021, 15:51:35|5|0||['clubs_8', 'spades_8', 'diamonds_ace', 'clubs_jack', 'hearts_10']|45|Full house|['clubs_8', 'spades_8', 'diamonds_ace', 'diamonds_5', 'hearts_7', 'clubs_jack', 'hearts_10', 'diamonds_8', 'diamonds_7', 'spades_9']
09/09/2021, 15:51:44|5|0||['spades_jack', 'clubs_6', 'hearts_ace', 'clubs_9', 'diamonds_queen']|20|Straight|['spades_jack', 'spades_10', 'hearts_ace', 'hearts_3', 'diamonds_queen', 'clubs_6', 'clubs_9', 'clubs_2', 'clubs_8', 'spades_ace']
09/09/2021, 15:51:54|5|0||['clubs_king', 'spades_ace', 'hearts_10', 'diamonds_jack', 'clubs_10']|20|Straight|['clubs_king', 'clubs_6', 'hearts_5', 'spades_2', 'clubs_10', 'spades_ace', 'hearts_10', 'diamonds_jack', 'spades_4', 'hearts_7']
09/09/2021, 15:52:05|5|0||['spades_king', 'clubs_ace', 'diamonds_4', 'spades_jack', 'spades_10']|20|Straight|['spades_king', 'hearts_ace', 'clubs_2', 'spades_jack', 'spades_10', 'clubs_ace', 'diamonds_4', 'clubs_6', 'spades_queen', 'hearts_2']
09/09/2021, 15:52:14|5|0||['clubs_2', 'clubs_7', 'spades_9', 'diamonds_ace', 'clubs_queen']|10|Two pair|['spades_3', 'diamonds_8', 'spades_2', 'diamonds_ace', 'clubs_queen', 'clubs_2', 'clubs_7', 'spades_9', 'clubs_3', 'diamonds_7']
09/09/2021, 15:52:21|5|0||['clubs_6', 'spades_ace', 'spades_6', 'spades_queen', 'spades_5']|20|Straight|['spades_7', 'spades_ace', 'hearts_9', 'hearts_5', 'clubs_10', 'clubs_6', 'spades_6', 'spades_queen', 'spades_5', 'spades_8']
09/09/2021, 15:52:29|5|0||['clubs_3', 'clubs_jack', 'clubs_8', 'diamonds_ace', 'clubs_4']|30|Flush|['hearts_4', 'clubs_jack', 'spades_2', 'diamonds_9', 'clubs_7', 'clubs_3', 'clubs_8', 'diamonds_ace', 'clubs_4', 'diamonds_6']
09/09/2021, 15:52:35|5|0||['hearts_3', 'hearts_5', 'diamonds_7', 'clubs_jack', 'spades_8']|10|Two pair|['clubs_5', 'diamonds_2', 'diamonds_10', 'clubs_jack', 'clubs_7', 'hearts_3', 'hearts_5', 'diamonds_7', 'spades_8', 'diamonds_king']
09/09/2021, 15:52:42|5|5|Pair Queen's|['spades_3', 'clubs_queen', 'hearts_9', 'spades_queen', 'spades_ace']|20|Straight|['spades_6', 'clubs_queen', 'clubs_8', 'spades_queen', 'spades_jack', 'spades_3', 'hearts_9', 'spades_ace', 'clubs_6', 'spades_king']
09/09/2021, 15:52:50|5|5|Pair Jack's|['clubs_6', 'spades_jack', 'diamonds_king', 'hearts_ace', 'hearts_jack']|20|Straight|['spades_9', 'spades_3', 'diamonds_5', 'hearts_ace', 'hearts_jack', 'clubs_6', 'spades_jack', 'diamonds_king', 'hearts_9', 'diamonds_queen']
09/09/2021, 15:52:59|5|5|Pair King's|['spades_6', 'clubs_king', 'hearts_jack', 'diamonds_king', 'spades_ace']|10|Two pair|['spades_7', 'clubs_king', 'hearts_jack', 'spades_8', 'spades_ace', 'spades_6', 'diamonds_king', 'diamonds_6', 'diamonds_4', 'clubs_2']
09/09/2021, 15:53:06|5|10|Two pair|['hearts_5', 'clubs_3', 'diamonds_3', 'hearts_9', 'clubs_9']|45|Full house|['clubs_7', 'clubs_3', 'diamonds_3', 'diamonds_8', 'diamonds_5', 'hearts_5', 'hearts_9', 'clubs_9', 'spades_7', 'spades_3']
